id;name;location;version;conditions;method;chance;minLvl;maxLvl;trigger;evolution_method;baby;generation;
1;bulbasaur;pallet-town-area;FR/LG;;gift;100;5;5;;;no;3;
2;ivysaur;no-location;;;;;;;level-up;min_level:16;no;3;
3;venusaur;no-location;;;;;;;level-up;min_level:32;no;3;
4;charmander;pallet-town-area;FR/LG;;gift;100;5;5;;;no;3;
5;charmeleon;no-location;;;;;;;level-up;min_level:16;no;3;
6;charizard;no-location;;;;;;;level-up;min_level:36;no;3;
7;squirtle;pallet-town-area;FR/LG;;gift;100;5;5;;;no;3;
8;wartortle;no-location;;;;;;;level-up;min_level:16;no;3;
9;blastoise;no-location;;;;;;;level-up;min_level:36;no;3;
10;caterpie;kanto-route-2-south-towards-viridian-city;FR/LG;;walk;4;4;4;;;no;3;
10;caterpie;kanto-route-2-south-towards-viridian-city;FR/LG;;walk;1;5;5;;;no;3;
10;caterpie;kanto-route-24-area;FR/LG;;walk;20;7;7;;;no;3;
10;caterpie;kanto-route-25-area;FR/LG;;walk;20;8;8;;;no;3;
10;caterpie;viridian-forest-area;FR/LG;;walk;20;4;4;;;no;3;
10;caterpie;viridian-forest-area;FR/LG;;walk;10;5;5;;;no;3;
10;caterpie;viridian-forest-area;FR/LG;;walk;10;3;3;;;no;3;
10;caterpie;pattern-bush-area;FR/LG;;walk;10;6;6;;;no;3;
11;metapod;kanto-route-24-area;FR;;walk;1;8;8;level-up;min_level:7;no;3;
11;metapod;kanto-route-24-area;LG;;walk;4;8;8;level-up;min_level:7;no;3;
11;metapod;kanto-route-25-area;FR;;walk;1;9;9;level-up;min_level:7;no;3;
11;metapod;kanto-route-25-area;LG;;walk;4;9;9;level-up;min_level:7;no;3;
11;metapod;viridian-forest-area;FR/LG;;walk;5;5;5;level-up;min_level:7;no;3;
11;metapod;viridian-forest-area;LG;;walk;4;4;4;level-up;min_level:7;no;3;
11;metapod;viridian-forest-area;LG;;walk;1;6;6;level-up;min_level:7;no;3;
11;metapod;pattern-bush-area;FR/LG;;walk;5;9;9;level-up;min_level:7;no;3;
12;butterfree;no-location;;;;;;;level-up;min_level:10;no;3;
13;weedle;kanto-route-2-south-towards-viridian-city;FR/LG;;walk;4;4;4;;;no;3;
13;weedle;kanto-route-2-south-towards-viridian-city;FR/LG;;walk;1;5;5;;;no;3;
13;weedle;kanto-route-24-area;FR/LG;;walk;20;7;7;;;no;3;
13;weedle;kanto-route-25-area;FR/LG;;walk;20;8;8;;;no;3;
13;weedle;viridian-forest-area;FR/LG;;walk;20;4;4;;;no;3;
13;weedle;viridian-forest-area;FR/LG;;walk;10;5;5;;;no;3;
13;weedle;viridian-forest-area;FR/LG;;walk;10;3;3;;;no;3;
13;weedle;pattern-bush-area;FR/LG;;walk;10;6;6;;;no;3;
14;kakuna;kanto-route-24-area;FR;;walk;4;8;8;level-up;min_level:7;no;3;
14;kakuna;kanto-route-24-area;LG;;walk;1;8;8;level-up;min_level:7;no;3;
14;kakuna;kanto-route-25-area;FR;;walk;4;9;9;level-up;min_level:7;no;3;
14;kakuna;kanto-route-25-area;LG;;walk;1;9;9;level-up;min_level:7;no;3;
14;kakuna;viridian-forest-area;FR/LG;;walk;5;5;5;level-up;min_level:7;no;3;
14;kakuna;viridian-forest-area;FR;;walk;4;4;4;level-up;min_level:7;no;3;
14;kakuna;viridian-forest-area;FR;;walk;1;6;6;level-up;min_level:7;no;3;
14;kakuna;pattern-bush-area;FR/LG;;walk;20;9;9;level-up;min_level:7;no;3;
15;beedrill;no-location;;;;;;;level-up;min_level:10;no;3;
16;pidgey;kanto-route-12-area;FR/LG;;walk;10;23;23;;;no;3;
16;pidgey;kanto-route-12-area;FR/LG;;walk;10;25;25;;;no;3;
16;pidgey;kanto-route-12-area;FR/LG;;walk;5;27;27;;;no;3;
16;pidgey;kanto-route-12-area;FR/LG;;walk;4;23;23;;;no;3;
16;pidgey;kanto-route-12-area;FR/LG;;walk;1;23;23;;;no;3;
16;pidgey;kanto-route-1-area;FR/LG;;walk;20;3;3;;;no;3;
16;pidgey;kanto-route-1-area;FR/LG;;walk;10;3;3;;;no;3;
16;pidgey;kanto-route-1-area;FR/LG;;walk;10;2;2;;;no;3;
16;pidgey;kanto-route-1-area;FR/LG;;walk;5;3;3;;;no;3;
16;pidgey;kanto-route-1-area;FR/LG;;walk;4;4;4;;;no;3;
16;pidgey;kanto-route-1-area;FR/LG;;walk;1;5;5;;;no;3;
16;pidgey;kanto-route-2-south-towards-viridian-city;FR/LG;;walk;20;3;3;;;no;3;
16;pidgey;kanto-route-2-south-towards-viridian-city;FR/LG;;walk;10;4;4;;;no;3;
16;pidgey;kanto-route-2-south-towards-viridian-city;FR/LG;;walk;10;2;2;;;no;3;
16;pidgey;kanto-route-2-south-towards-viridian-city;FR/LG;;walk;5;5;5;;;no;3;
16;pidgey;kanto-route-3-area;FR/LG;;walk;20;6;6;;;no;3;
16;pidgey;kanto-route-3-area;FR/LG;;walk;10;7;7;;;no;3;
16;pidgey;kanto-route-5-area;FR/LG;;walk;20;13;13;;;no;3;
16;pidgey;kanto-route-5-area;FR/LG;;walk;10;15;15;;;no;3;
16;pidgey;kanto-route-5-area;FR/LG;;walk;5;16;16;;;no;3;
16;pidgey;kanto-route-5-area;FR/LG;;walk;4;15;15;;;no;3;
16;pidgey;kanto-route-5-area;FR/LG;;walk;1;15;15;;;no;3;
16;pidgey;kanto-route-6-area;FR/LG;;walk;20;13;13;;;no;3;
16;pidgey;kanto-route-6-area;FR/LG;;walk;10;15;15;;;no;3;
16;pidgey;kanto-route-6-area;FR/LG;;walk;5;16;16;;;no;3;
16;pidgey;kanto-route-6-area;FR/LG;;walk;4;15;15;;;no;3;
16;pidgey;kanto-route-6-area;FR/LG;;walk;1;15;15;;;no;3;
16;pidgey;kanto-route-7-area;FR/LG;;walk;20;19;19;;;no;3;
16;pidgey;kanto-route-7-area;FR/LG;;walk;10;22;22;;;no;3;
16;pidgey;kanto-route-8-area;FR/LG;;walk;20;18;18;;;no;3;
16;pidgey;kanto-route-8-area;FR/LG;;walk;10;20;20;;;no;3;
16;pidgey;kanto-route-13-area;FR/LG;;walk;10;27;27;;;no;3;
16;pidgey;kanto-route-13-area;FR/LG;;walk;10;25;25;;;no;3;
16;pidgey;kanto-route-14-area;FR/LG;;walk;10;27;27;;;no;3;
16;pidgey;kanto-route-15-area;FR/LG;;walk;10;27;27;;;no;3;
16;pidgey;kanto-route-15-area;FR/LG;;walk;10;25;25;;;no;3;
16;pidgey;kanto-route-24-area;FR/LG;;walk;10;11;11;;;no;3;
16;pidgey;kanto-route-24-area;FR/LG;;walk;5;13;13;;;no;3;
16;pidgey;kanto-route-25-area;FR/LG;;walk;10;13;13;;;no;3;
16;pidgey;kanto-route-25-area;FR/LG;;walk;5;11;11;;;no;3;
16;pidgey;berry-forest-area;FR/LG;;walk;10;32;32;;;no;3;
16;pidgey;bond-bridge-area;FR/LG;;walk;20;32;32;;;no;3;
16;pidgey;bond-bridge-area;FR/LG;;walk;10;29;29;;;no;3;
16;pidgey;five-isle-meadow-area;FR/LG;;walk;20;44;44;;;no;3;
17;pidgeotto;kanto-route-13-area;FR/LG;;walk;4;29;29;level-up;min_level:18;no;3;
17;pidgeotto;kanto-route-13-area;FR/LG;;walk;1;29;29;level-up;min_level:18;no;3;
17;pidgeotto;kanto-route-14-area;FR/LG;;walk;4;29;29;level-up;min_level:18;no;3;
17;pidgeotto;kanto-route-14-area;FR/LG;;walk;1;29;29;level-up;min_level:18;no;3;
17;pidgeotto;kanto-route-15-area;FR/LG;;walk;4;29;29;level-up;min_level:18;no;3;
